aluno,materia,turma,serie_num,n1_norm,n2_norm,n3_norm,n4_norm,media_pond_norm,media_geral_aluno,slope_notas,variancia_notas,serie_num_norm,pct_materias_ok,media_turma_norm,status_encoded,status_label
Diego Barbosa,Português,8º Fundamental,8,0.92,0.42,0.28,0.28,0.443,0.5511,-0.618,0.5264,0.3333,0.2308,0.6058,0,Reprovado
Diego Barbosa,Química,8º Fundamental,8,0.58,0.91,0.65,0.9,0.776,0.5511,0.21,0.2943,0.3333,0.2308,0.5968,2,Aprovado
Diego Barbosa,Sociologia,8º Fundamental,8,0.25,0.92,0.78,0.36,0.583,0.5511,0.057,0.5594,0.3333,0.2308,0.5949,1,Recuperação
Diego Cardoso,Arte,8º Fundamental,8,0.67,0.69,0.46,0.91,0.6945,0.5934,0.147,0.3186,0.3333,0.5385,0.5997,2,Aprovado
Diego Cardoso,Biologia,8º Fundamental,8,0.39,0.55,0.4,0.99,0.6125,0.5934,0.495,0.4873,0.3333,0.5385,0.6043,2,Aprovado
Diego Cardoso,Ciências,8º Fundamental,8,0.63,0.55,0.47,0.4,0.501,0.5934,-0.231,0.1723,0.3333,0.5385,0.6052,1,Recuperação
Diego Cardoso,Educação Física,8º Fundamental,8,0.36,0.77,0.71,0.83,0.691,0.5934,0.405,0.3651,0.3333,0.5385,0.6001,2,Aprovado
Diego Cardoso,Filosofia,8º Fundamental,8,0.46,0.49,0.23,0.7,0.482,0.5934,0.138,0.3332,0.3333,0.5385,0.5993,0,Reprovado
Diego Cardoso,Física,8º Fundamental,8,0.64,0.83,0.62,0.32,0.5865,0.5934,-0.351,0.3651,0.3333,0.5385,0.6023,1,Recuperação
Diego Cardoso,Geografia,8º Fundamental,8,0.47,0.54,0.87,0.58,0.6205,0.5934,0.198,0.3048,0.3333,0.5385,0.6026,2,Aprovado
Diego Cardoso,História,8º Fundamental,8,0.94,0.44,0.49,0.22,0.4865,0.5934,-0.633,0.5231,0.3333,0.5385,0.5984,0,Reprovado
Diego Cardoso,Inglês,8º Fundamental,8,0.57,0.66,0.82,0.64,0.676,0.5934,0.111,0.183,0.3333,0.5385,0.5976,2,Aprovado
Diego Cardoso,Matemática,8º Fundamental,8,0.89,0.59,0.4,0.56,0.5935,0.5934,-0.354,0.3541,0.3333,0.5385,0.5963,1,Recuperação
Diego Cardoso,Português,8º Fundamental,8,0.28,0.24,0.31,0.68,0.3975,0.5934,0.381,0.3528,0.3333,0.5385,0.6058,0,Reprovado
Diego Cardoso,Química,8º Fundamental,8,0.8,0.32,0.36,0.95,0.615,0.5934,0.147,0.5461,0.3333,0.5385,0.5968,2,Aprovado
Diego Cardoso,Sociologia,8º Fundamental,8,0.97,0.92,0.65,0.57,0.7575,0.5934,-0.441,0.3416,0.3333,0.5385,0.5949,2,Aprovado
Diego Carvalho,Arte,8º Fundamental,8,0.82,0.43,0.78,0.89,0.7335,0.5423,0.168,0.3552,0.3333,0.3077,0.5997,2,Aprovado
Diego Carvalho,Biologia,8º Fundamental,8,0.28,0.48,0.41,0.41,0.4015,0.5423,0.096,0.1446,0.3333,0.3077,0.6043,0,Reprovado
Diego Carvalho,Ciências,8º Fundamental,8,0.36,0.55,0.76,0.23,0.4685,0.5423,-0.054,0.4001,0.3333,0.3077,0.6052,0,Reprovado
Diego Carvalho,Educação Física,8º Fundamental,8,0.65,0.5,0.8,0.5,0.605,0.5423,-0.045,0.2487,0.3333,0.3077,0.6001,2,Aprovado
Diego Carvalho,Filosofia,8º Fundamental,8,0.58,0.83,0.23,0.64,0.573,0.5423,-0.126,0.4338,0.3333,0.3077,0.5993,1,Recuperação
Diego Carvalho,Física,8º Fundamental,8,0.27,0.29,0.58,0.49,0.4185,0.5423,0.285,0.2632,0.3333,0.3077,0.6023,0,Reprovado
Diego Carvalho,Geografia,8º Fundamental,8,0.6,0.8,0.69,0.24,0.5645,0.5423,-0.357,0.4201,0.3333,0.3077,0.6026,1,Recuperação
Diego Carvalho,História,8º Fundamental,8,0.44,0.62,0.32,0.81,0.566,0.5423,0.243,0.3708,0.3333,0.3077,0.5984,1,Recuperação
Diego Carvalho,Inglês,8º Fundamental,8,0.96,0.4,0.21,0.21,0.4075,0.5423,-0.732,0.6146,0.3333,0.3077,0.5976,0,Reprovado
Diego Carvalho,Matemática,8º Fundamental,8,0.51,0.61,0.39,0.94,0.634,0.5423,0.321,0.409,0.3333,0.3077,0.5963,2,Aprovado
Diego Carvalho,Português,8º Fundamental,8,0.3,0.98,0.31,0.76,0.6105,0.5423,0.213,0.5861,0.3333,0.3077,0.6058,2,Aprovado
Diego Carvalho,Química,8º Fundamental,8,0.3,0.79,0.21,0.55,0.475,0.5423,0.051,0.4529,0.3333,0.3077,0.5968,0,Reprovado
Diego Carvalho,Sociologia,8º Fundamental,8,0.91,0.81,0.45,0.32,0.593,0.5423,-0.639,0.489,0.3333,0.3077,0.5949,1,Recuperação
Diego Costa,Arte,8º Fundamental,8,0.31,0.5,0.65,1.0,0.6495,0.6626,0.666,0.5057,0.3333,0.7692,0.5997,2,Aprovado
Diego Costa,Biologia,8º Fundamental,8,0.54,0.54,0.97,0.34,0.5875,0.6626,-0.051,0.4601,0.3333,0.7692,0.6043,1,Recuperação
Diego Costa,Ciências,8º Fundamental,8,0.53,0.31,0.43,0.66,0.489,0.6626,0.153,0.2574,0.3333,0.7692,0.6052,0,Reprovado
Diego Costa,Educação Física,8º Fundamental,8,0.51,0.94,0.58,0.34,0.584,0.6626,-0.261,0.4376,0.3333,0.7692,0.6001,1,Recuperação
Diego Costa,Filosofia,8º Fundamental,8,0.22,0.99,0.35,0.76,0.607,0.6626,0.294,0.6189,0.3333,0.7692,0.5993,2,Aprovado
Diego Costa,Física,8º Fundamental,8,0.72,0.74,0.85,0.56,0.7095,0.6626,-0.111,0.2071,0.3333,0.7692,0.6023,2,Aprovado
Diego Costa,Geografia,8º Fundamental,8,0.3,0.64,0.63,0.81,0.6205,0.6626,0.456,0.3695,0.3333,0.7692,0.6026,2,Aprovado
Diego Costa,História,8º Fundamental,8,0.97,0.41,0.75,0.97,0.775,0.6626,0.102,0.4581,0.3333,0.7692,0.5984,2,Aprovado
Diego Costa,Inglês,8º Fundamental,8,0.33,0.92,1.0,0.5,0.696,0.6626,0.177,0.561,0.3333,0.7692,0.5976,2,Aprovado
Diego Costa,Matemática,8º Fundamental,8,0.45,0.89,0.68,0.93,0.7615,0.6626,0.369,0.3825,0.3333,0.7692,0.5963,2,Aprovado
Diego Costa,Português,8º Fundamental,8,0.67,0.9,0.68,0.57,0.7,0.6626,-0.156,0.241,0.3333,0.7692,0.6058,2,Aprovado
Diego Costa,Química,8º Fundamental,8,0.74,0.5,0.92,0.87,0.764,0.6626,0.243,0.3251,0.3333,0.7692,0.5968,2,Aprovado
Diego Costa,Sociologia,8º Fundamental,8,0.74,0.24,0.95,0.75,0.6705,0.6626,0.222,0.524,0.3333,0.7692,0.5949,2,Aprovado
Diego Ferreira,Arte,8º Fundamental,8,0.32,0.28,0.54,0.72,0.485,0.5728,0.438,0.3548,0.3333,0.3846,0.5997,0,Reprovado
Diego Ferreira,Biologia,8º Fundamental,8,0.34,0.24,0.93,0.36,0.4685,0.5728,0.225,0.5417,0.3333,0.3846,0.6043,0,Reprovado
Diego Ferreira,Ciências,8º Fundamental,8,0.93,0.46,0.74,0.87,0.747,0.5728,0.03,0.3619,0.3333,0.3846,0.6052,2,Aprovado
Diego Ferreira,Educação Física,8º Fundamental,8,0.59,0.32,0.79,0.2,0.4555,0.5728,-0.21,0.4605,0.3333,0.3846,0.6001,0,Reprovado
Diego Ferreira,Filosofia,8º Fundamental,8,0.8,0.27,0.48,0.7,0.5575,0.5728,-0.027,0.4095,0.3333,0.3846,0.5993,1,Recuperação
Diego Ferreira,Física,8º Fundamental,8,0.69,0.29,0.69,0.25,0.458,0.5728,-0.276,0.421,0.3333,0.3846,0.6023,0,Reprovado
Diego Ferreira,Geografia,8º Fundamental,8,0.82,0.87,0.33,0.87,0.725,0.5728,-0.117,0.4551,0.3333,0.3846,0.6026,2,Aprovado
Diego Ferreira,História,8º Fundamental,8,0.87,0.63,0.59,0.46,0.617,0.5728,-0.381,0.2964,0.3333,0.3846,0.5984,2,Aprovado
Diego Ferreira,Inglês,8º Fundamental,8,0.25,0.83,0.53,0.53,0.549,0.5728,0.162,0.4102,0.3333,0.3846,0.5976,1,Recuperação
Diego Ferreira,Matemática,8º Fundamental,8,0.22,0.43,0.27,0.98,0.513,0.5728,0.636,0.6034,0.3333,0.3846,0.5963,1,Recuperação
Diego Ferreira,Português,8º Fundamental,8,0.39,0.38,0.29,0.76,0.4735,0.5728,0.306,0.3607,0.3333,0.3846,0.6058,0,Reprovado
Diego Ferreira,Química,8º Fundamental,8,0.61,0.6,0.82,0.93,0.756,0.5728,0.354,0.2811,0.3333,0.3846,0.5968,2,Aprovado
Diego Ferreira,Sociologia,8º Fundamental,8,0.9,0.78,0.2,0.72,0.641,0.5728,-0.336,0.5355,0.3333,0.3846,0.5949,2,Aprovado
Diego Gomes,Arte,8º Fundamental,8,0.85,0.54,0.59,0.77,0.6835,0.5983,-0.057,0.2539,0.3333,0.4615,0.5997,2,Aprovado
Diego Gomes,Biologia,8º Fundamental,8,0.7,0.52,0.44,0.44,0.512,0.5983,-0.258,0.2124,0.3333,0.4615,0.6043,1,Recuperação
Diego Gomes,Ciências,8º Fundamental,8,0.46,0.2,0.26,0.37,0.318,0.5983,-0.063,0.2002,0.3333,0.4615,0.6052,0,Reprovado
Diego Gomes,Educação Física,8º Fundamental,8,0.45,0.66,0.47,0.57,0.5435,0.5983,0.051,0.1682,0.3333,0.4615,0.6001,1,Recuperação
Diego Gomes,Filosofia,8º Fundamental,8,0.81,0.8,0.49,0.9,0.7545,0.5983,-0.012,0.3102,0.3333,0.4615,0.5993,2,Aprovado
Diego Gomes,Física,8º Fundamental,8,0.76,0.73,0.34,0.47,0.5605,0.5983,-0.378,0.3528,0.3333,0.4615,0.6023,1,Recuperação
Diego Gomes,Geografia,8º Fundamental,8,0.25,0.73,0.74,0.42,0.5435,0.5983,0.156,0.4177,0.3333,0.4615,0.6026,1,Recuperação
Diego Gomes,História,8º Fundamental,8,0.36,0.93,0.34,0.91,0.6625,0.5983,0.318,0.5704,0.3333,0.4615,0.5984,2,Aprovado
Diego Gomes,Inglês,8º Fundamental,8,0.72,0.43,0.62,0.98,0.7005,0.5983,0.291,0.3968,0.3333,0.4615,0.5976,2,Aprovado
Diego Gomes,Matemática,8º Fundamental,8,0.85,0.32,0.23,0.75,0.5325,0.5983,-0.117,0.5335,0.3333,0.4615,0.5963,1,Recuperação
Diego Gomes,Português,8º Fundamental,8,0.67,0.43,0.83,1.0,0.749,0.5983,0.417,0.4201,0.3333,0.4615,0.6058,2,Aprovado
Diego Gomes,Química,8º Fundamental,8,0.31,0.69,0.66,0.21,0.4625,0.5983,-0.099,0.4215,0.3333,0.4615,0.5968,0,Reprovado
Diego Gomes,Sociologia,8º Fundamental,8,0.54,0.58,0.99,0.85,0.7555,0.5983,0.402,0.3744,0.3333,0.4615,0.5949,2,Aprovado
Diego Lima,Arte,8º Fundamental,8,0.61,0.23,0.21,0.26,0.31,0.5877,-0.321,0.3281,0.3333,0.4615,0.5997,0,Reprovado
Diego Lima,Biologia,8º Fundamental,8,0.78,0.33,0.92,0.56,0.6365,0.5877,-0.021,0.4475,0.3333,0.4615,0.6043,2,Aprovado
Diego Lima,Ciências,8º Fundamental,8,0.63,0.72,0.51,1.0,0.7335,0.5877,0.27,0.3612,0.3333,0.4615,0.6052,2,Aprovado
Diego Lima,Educação Física,8º Fundamental,8,0.64,0.56,0.41,0.75,0.5955,0.5877,0.054,0.2478,0.3333,0.4615,0.6001,1,Recuperação
Diego Lima,Filosofia,8º Fundamental,8,0.41,0.23,0.24,0.88,0.4635,0.5877,0.426,0.5278,0.3333,0.4615,0.5993,0,Reprovado
Diego Lima,Física,8º Fundamental,8,0.86,0.53,0.97,0.53,0.706,0.5877,-0.165,0.3928,0.3333,0.4615,0.6023,2,Aprovado
Diego Lima,Geografia,8º Fundamental,8,0.89,0.84,0.75,0.74,0.7975,0.5877,-0.162,0.1253,0.3333,0.4615,0.6026,2,Aprovado
Diego Lima,História,8º Fundamental,8,0.56,0.25,1.0,0.58,0.5985,0.5877,0.243,0.5334,0.3333,0.4615,0.5984,1,Recuperação
Diego Lima,Inglês,8º Fundamental,8,0.52,0.4,0.23,0.21,0.3245,0.5877,-0.33,0.255,0.3333,0.4615,0.5976,0,Reprovado
Diego Lima,Matemática,8º Fundamental,8,0.23,0.6,0.9,0.7,0.631,0.5877,0.513,0.4865,0.3333,0.4615,0.5963,2,Aprovado
Diego Lima,Português,8º Fundamental,8,0.21,0.98,0.92,0.69,0.724,0.5877,0.414,0.6058,0.3333,0.4615,0.6058,2,Aprovado
Diego Lima,Química,8º Fundamental,8,0.94,0.45,0.81,0.27,0.584,0.5877,-0.495,0.5384,0.3333,0.4615,0.5968,1,Recuperação
Diego Lima,Sociologia,8º Fundamental,8,0.33,0.71,0.83,0.28,0.535,0.5877,-0.009,0.474,0.3333,0.4615,0.5949,1,Recuperação
Diego Martins,Arte,8º Fundamental,8,0.41,0.21,0.77,0.73,0.546,0.6032,0.456,0.463,0.3333,0.5385,0.5997,1,Recuperação
Diego Martins,Biologia,8º Fundamental,8,0.75,0.22,0.82,0.99,0.707,0.6032,0.396,0.5756,0.3333,0.5385,0.6043,2,Aprovado
Diego Martins,Ciências,8º Fundamental,8,0.58,0.63,0.97,0.45,0.651,0.6032,-0.015,0.384,0.3333,0.5385,0.6052,2,Aprovado
Diego Martins,Educação Física,8º Fundamental,8,0.89,0.94,0.68,0.66,0.781,0.6032,-0.285,0.2479,0.3333,0.5385,0.6001,2,Aprovado
Diego Martins,Filosofia,8º Fundamental,8,0.29,0.45,0.46,0.61,0.4685,0.6032,0.291,0.2264,0.3333,0.5385,0.5993,0,Reprovado
Diego Martins,Física,8º Fundamental,8,0.91,0.84,0.84,0.28,0.686,0.6032,-0.567,0.5084,0.3333,0.5385,0.6023,2,Aprovado
Diego Martins,Geografia,8º Fundamental,8,0.65,0.49,0.86,0.87,0.7285,0.6032,0.309,0.316,0.3333,0.5385,0.6026,2,Aprovado
Diego Martins,História,8º Fundamental,8,0.7,0.88,0.26,0.21,0.488,0.6032,-0.627,0.5705,0.3333,0.5385,0.5984,0,Reprovado
Diego Martins,Inglês,8º Fundamental,8,0.93,0.66,0.2,0.81,0.644,0.6032,-0.246,0.5537,0.3333,0.5385,0.5976,2,Aprovado
Diego Martins,Matemática,8º Fundamental,8,0.23,0.2,0.49,0.51,0.3715,0.6032,0.339,0.2861,0.3333,0.5385,0.5963,0,Reprovado
Diego Martins,Português,8º Fundamental,8,0.56,0.81,0.54,0.24,0.5215,0.6032,-0.369,0.4041,0.3333,0.5385,0.6058,1,Recuperação
Diego Martins,Química,8º Fundamental,8,0.6,0.7,0.45,0.63,0.5965,0.6032,-0.048,0.1825,0.3333,0.5385,0.5968,1,Recuperação
Diego Martins,Sociologia,8º Fundamental,8,0.39,0.9,0.47,0.77,0.6515,0.6032,0.213,0.4191,0.3333,0.5385,0.5949,2,Aprovado
Diego Moreira,Arte,8º Fundamental,8,0.67,0.68,0.9,0.29,0.616,0.5733,-0.276,0.4387,0.3333,0.5385,0.5997,2,Aprovado
Diego Moreira,Biologia,8º Fundamental,8,0.65,0.96,0.64,0.64,0.722,0.5733,-0.105,0.2744,0.3333,0.5385,0.6043,2,Aprovado
Diego Moreira,Ciências,8º Fundamental,8,0.55,0.51,0.35,0.82,0.571,0.5733,0.195,0.338,0.3333,0.5385,0.6052,1,Recuperação
Diego Moreira,Educação Física,8º Fundamental,8,0.33,0.5,0.82,0.28,0.48,0.5733,0.051,0.4225,0.3333,0.5385,0.6001,0,Reprovado
Diego Moreira,Filosofia,8º Fundamental,8,0.24,0.26,0.6,0.72,0.479,0.5733,0.534,0.4189,0.3333,0.5385,0.5993,0,Reprovado
Diego Moreira,Física,8º Fundamental,8,0.6,0.36,0.37,0.52,0.4585,0.5733,-0.069,0.2032,0.3333,0.5385,0.6023,0,Reprovado
Diego Moreira,Geografia,8º Fundamental,8,0.49,0.59,0.91,0.43,0.602,0.5733,0.042,0.3703,0.3333,0.5385,0.6026,2,Aprovado
Diego Moreira,História,8º Fundamental,8,0.6,0.75,0.67,0.9,0.745,0.5733,0.246,0.2232,0.3333,0.5385,0.5984,2,Aprovado
Diego Moreira,Inglês,8º Fundamental,8,0.67,0.91,0.69,0.44,0.666,0.5733,-0.273,0.3327,0.3333,0.5385,0.5976,2,Aprovado
Diego Moreira,Matemática,8º Fundamental,8,0.63,0.4,0.62,0.93,0.66,0.5733,0.336,0.377,0.3333,0.5385,0.5963,2,Aprovado
Diego Moreira,Português,8º Fundamental,8,0.27,0.21,0.51,0.46,0.372,0.5733,0.261,0.2511,0.3333,0.5385,0.6058,0,Reprovado
Diego Moreira,Química,8º Fundamental,8,0.49,0.64,0.81,0.66,0.6585,0.5733,0.204,0.2267,0.3333,0.5385,0.5968,2,Aprovado
Diego Moreira,Sociologia,8º Fundamental,8,0.27,0.21,0.26,0.84,0.4235,0.5733,0.528,0.5158,0.3333,0.5385,0.5949,0,Reprovado
Diego Nascimento,Arte,8º Fundamental,8,0.83,0.91,0.48,0.25,0.5885,0.6252,-0.651,0.5335,0.3333,0.6154,0.5997,1,Recuperação
Diego Nascimento,Biologia,8º Fundamental,8,0.64,0.5,0.85,0.84,0.7175,0.6252,0.285,0.2924,0.3333,0.6154,0.6043,2,Aprovado
Diego Nascimento,Ciências,8º Fundamental,8,0.22,0.31,0.84,0.39,0.4485,0.6252,0.312,0.4773,0.3333,0.6154,0.6052,0,Reprovado
Diego Nascimento,Educação Física,8º Fundamental,8,0.58,0.8,0.71,0.25,0.5685,0.6252,-0.324,0.4173,0.3333,0.6154,0.6001,1,Recuperação
Diego Nascimento,Filosofia,8º Fundamental,8,0.41,0.93,0.77,0.76,0.735,0.6252,0.267,0.3798,0.3333,0.6154,0.5993,2,Aprovado
Diego Nascimento,Física,8º Fundamental,8,0.54,0.77,0.92,0.5,0.6805,0.6252,0.009,0.343,0.3333,0.6154,0.6023,2,Aprovado
Diego Nascimento,Geografia,8º Fundamental,8,0.32,0.89,0.94,0.53,0.6805,0.6252,0.204,0.5132,0.3333,0.6154,0.6026,2,Aprovado
Diego Nascimento,História,8º Fundamental,8,0.54,0.39,0.39,0.29,0.39,0.6252,-0.225,0.1785,0.3333,0.6154,0.5984,0,Reprovado
Diego Nascimento,Inglês,8º Fundamental,8,0.75,0.83,0.57,0.89,0.767,0.6252,0.048,0.2408,0.3333,0.6154,0.5976,2,Aprovado
Diego Nascimento,Matemática,8º Fundamental,8,0.29,0.99,0.91,0.66,0.731,0.6252,0.309,0.5452,0.3333,0.6154,0.5963,2,Aprovado
Diego Nascimento,Português,8º Fundamental,8,0.33,0.36,0.29,0.85,0.4835,0.6252,0.447,0.4559,0.3333,0.6154,0.6058,0,Reprovado
Diego Nascimento,Química,8º Fundamental,8,0.46,0.74,0.95,0.6,0.6945,0.6252,0.189,0.362,0.3333,0.6154,0.5968,2,Aprovado
Diego Nascimento,Sociologia,8º Fundamental,8,0.33,0.4,0.9,0.84,0.643,0.6252,0.609,0.5092,0.3333,0.6154,0.5949,2,Aprovado
Diego Nunes,Arte,8º Fundamental,8,0.6,0.44,0.37,0.85,0.5775,0.5747,0.204,0.3689,0.3333,0.3077,0.5997,1,Recuperação
Diego Nunes,Biologia,8º Fundamental,8,0.33,0.36,0.43,0.66,0.4615,0.5747,0.318,0.2587,0.3333,0.3077,0.6043,0,Reprovado
Diego Nunes,Ciências,8º Fundamental,8,0.51,0.31,0.74,0.75,0.5895,0.5747,0.345,0.3637,0.3333,0.3077,0.6052,1,Recuperação
Diego Nunes,Educação Física,8º Fundamental,8,0.86,0.96,0.92,0.5,0.792,0.5747,-0.336,0.365,0.3333,0.3077,0.6001,2,Aprovado
Diego Nunes,Filosofia,8º Fundamental,8,0.46,0.5,0.71,0.48,0.5385,0.5747,0.081,0.2012,0.3333,0.3077,0.5993,1,Recuperação
Diego Nunes,Física,8º Fundamental,8,0.86,0.45,0.81,0.2,0.547,0.5747,-0.486,0.5409,0.3333,0.3077,0.6023,1,Recuperação
Diego Nunes,Geografia,8º Fundamental,8,0.52,0.45,0.36,0.56,0.4745,0.5747,0.009,0.1519,0.3333,0.3077,0.6026,0,Reprovado
Diego Nunes,História,8º Fundamental,8,0.34,0.34,0.86,0.43,0.497,0.5747,0.237,0.4307,0.3333,0.3077,0.5984,0,Reprovado
Diego Nunes,Inglês,8º Fundamental,8,0.49,0.43,0.68,0.82,0.6215,0.5747,0.372,0.3094,0.3333,0.3077,0.5976,2,Aprovado
Diego Nunes,Matemática,8º Fundamental,8,0.24,0.84,0.68,0.74,0.65,0.5747,0.402,0.459,0.3333,0.3077,0.5963,2,Aprovado
Diego Nunes,Português,8º Fundamental,8,0.66,0.79,0.43,0.39,0.554,0.5747,-0.351,0.3294,0.3333,0.3077,0.6058,1,Recuperação
Diego Nunes,Química,8º Fundamental,8,0.59,0.79,0.87,0.28,0.617,0.5747,-0.255,0.4553,0.3333,0.3077,0.5968,2,Aprovado
Diego Nunes,Sociologia,8º Fundamental,8,0.42,0.2,0.72,0.79,0.551,0.5747,0.489,0.474,0.3333,0.3077,0.5949,1,Recuperação
Diego Oliveira,Arte,8º Fundamental,8,0.62,0.33,0.3,0.58,0.4555,0.6394,-0.045,0.2872,0.3333,0.6923,0.5997,0,Reprovado
Diego Oliveira,Biologia,8º Fundamental,8,0.67,0.43,0.8,0.29,0.5285,0.6394,-0.231,0.3986,0.3333,0.6923,0.6043,1,Recuperação
Diego Oliveira,Ciências,8º Fundamental,8,0.56,0.71,0.52,0.37,0.5305,0.6394,-0.228,0.2421,0.3333,0.6923,0.6052,1,Recuperação
Diego Oliveira,Educação Física,8º Fundamental,8,0.34,0.96,0.34,0.74,0.615,0.6394,0.174,0.5332,0.3333,0.6923,0.6001,2,Aprovado
Diego Oliveira,Filosofia,8º Fundamental,8,0.7,0.81,0.79,0.54,0.702,0.6394,-0.15,0.2131,0.3333,0.6923,0.5993,2,Aprovado
Diego Oliveira,Física,8º Fundamental,8,0.38,0.31,0.43,0.61,0.444,0.6394,0.243,0.222,0.3333,0.6923,0.6023,0,Reprovado
Diego Oliveira,Geografia,8º Fundamental,8,0.47,0.85,0.4,0.99,0.7035,0.6394,0.333,0.4975,0.3333,0.6923,0.6026,2,Aprovado
Diego Oliveira,História,8º Fundamental,8,0.79,0.2,0.95,0.65,0.6405,0.6394,0.099,0.5586,0.3333,0.6923,0.5984,2,Aprovado
Diego Oliveira,Inglês,8º Fundamental,8,0.8,0.94,0.95,0.86,0.8905,0.6394,0.057,0.1228,0.3333,0.6923,0.5976,2,Aprovado
Diego Oliveira,Matemática,8º Fundamental,8,0.48,0.83,0.81,0.94,0.788,0.6394,0.408,0.3437,0.3333,0.6923,0.5963,2,Aprovado
Diego Oliveira,Português,8º Fundamental,8,0.98,0.95,0.83,0.35,0.746,0.6394,-0.603,0.5062,0.3333,0.6923,0.6058,2,Aprovado
Diego Oliveira,Química,8º Fundamental,8,0.53,0.31,0.78,0.85,0.6335,0.6394,0.429,0.4274,0.3333,0.6923,0.5968,2,Aprovado
Diego Oliveira,Sociologia,8º Fundamental,8,0.87,0.86,0.6,0.32,0.635,0.6394,-0.573,0.4509,0.3333,0.6923,0.5949,2,Aprovado
Diego Pereira,Arte,8º Fundamental,8,0.4,0.82,0.66,0.37,0.561,0.5983,-0.075,0.3732,0.3333,0.4615,0.5997,1,Recuperação
Diego Pereira,Biologia,8º Fundamental,8,0.6,0.88,0.21,0.63,0.5815,0.5983,-0.174,0.4794,0.3333,0.4615,0.6043,1,Recuperação
Diego Pereira,Ciências,8º Fundamental,8,0.24,0.73,0.48,0.91,0.6235,0.5983,0.528,0.5066,0.3333,0.4615,0.6052,2,Aprovado
Diego Pereira,Educação Física,8º Fundamental,8,0.45,0.92,0.33,0.94,0.6845,0.5983,0.264,0.5468,0.3333,0.4615,0.6001,2,Aprovado
Diego Pereira,Filosofia,8º Fundamental,8,0.5,0.26,0.64,0.78,0.559,0.5983,0.366,0.3841,0.3333,0.4615,0.5993,1,Recuperação
Diego Pereira,Física,8º Fundamental,8,0.62,0.99,0.26,0.99,0.7335,0.5983,0.114,0.6061,0.3333,0.4615,0.6023,2,Aprovado
Diego Pereira,Geografia,8º Fundamental,8,0.69,0.67,0.89,0.77,0.759,0.5983,0.138,0.1729,0.3333,0.4615,0.6026,2,Aprovado
Diego Pereira,História,8º Fundamental,8,0.56,0.23,0.34,0.65,0.4495,0.5983,0.114,0.3354,0.3333,0.4615,0.5984,0,Reprovado
Diego Pereira,Inglês,8º Fundamental,8,0.52,0.29,0.83,0.33,0.483,0.5983,-0.009,0.4267,0.3333,0.4615,0.5976,0,Reprovado
Diego Pereira,Matemática,8º Fundamental,8,0.86,0.38,0.79,0.57,0.6355,0.5983,-0.138,0.3782,0.3333,0.4615,0.5963,2,Aprovado
Diego Pereira,Português,8º Fundamental,8,0.99,0.79,0.35,0.95,0.768,0.5983,-0.168,0.5075,0.3333,0.4615,0.6058,2,Aprovado
Diego Pereira,Química,8º Fundamental,8,0.43,0.49,0.4,0.43,0.4375,0.5983,-0.027,0.0654,0.3333,0.4615,0.5968,0,Reprovado
Diego Pereira,Sociologia,8º Fundamental,8,0.24,0.85,0.57,0.33,0.502,0.5983,-0.003,0.4732,0.3333,0.4615,0.5949,1,Recuperação
Diego Rocha,Arte,8º Fundamental,8,0.87,0.43,0.25,0.51,0.497,0.5581,-0.378,0.4511,0.3333,0.3846,0.5997,0,Reprovado
Diego Rocha,Biologia,8º Fundamental,8,0.88,0.96,0.28,0.51,0.639,0.5581,-0.537,0.5525,0.3333,0.3846,0.6043,2,Aprovado
Diego Rocha,Ciências,8º Fundamental,8,0.76,0.47,0.56,0.73,0.6285,0.5581,0.0,0.2396,0.3333,0.3846,0.6052,2,Aprovado
Diego Rocha,Educação Física,8º Fundamental,8,0.31,0.41,0.54,0.32,0.3955,0.5581,0.048,0.1847,0.3333,0.3846,0.6001,0,Reprovado
Diego Rocha,Filosofia,8º Fundamental,8,0.26,0.33,0.39,0.86,0.49,0.5581,0.558,0.471,0.3333,0.3846,0.5993,0,Reprovado
Diego Rocha,Física,8º Fundamental,8,0.36,0.33,0.46,0.64,0.4615,0.5581,0.291,0.2422,0.3333,0.3846,0.6023,0,Reprovado
Diego Rocha,Geografia,8º Fundamental,8,0.5,0.23,0.53,0.81,0.533,0.5581,0.369,0.4107,0.3333,0.3846,0.6026,1,Recuperação
Diego Rocha,História,8º Fundamental,8,0.7,0.96,0.66,0.68,0.749,0.5581,-0.108,0.2441,0.3333,0.3846,0.5984,2,Aprovado
Diego Rocha,Inglês,8º Fundamental,8,0.21,0.97,0.97,0.88,0.791,0.5581,0.603,0.6365,0.3333,0.3846,0.5976,2,Aprovado
Diego Rocha,Matemática,8º Fundamental,8,0.57,0.7,0.4,0.73,0.608,0.5581,0.054,0.2604,0.3333,0.3846,0.5963,2,Aprovado
Diego Rocha,Português,8º Fundamental,8,0.28,0.64,0.87,0.24,0.5055,0.5581,0.033,0.5218,0.3333,0.3846,0.6058,1,Recuperação
Diego Rocha,Química,8º Fundamental,8,0.37,0.52,0.65,0.51,0.5195,0.5581,0.165,0.1982,0.3333,0.3846,0.5968,1,Recuperação
Diego Rocha,Sociologia,8º Fundamental,8,0.39,0.5,0.35,0.49,0.4375,0.5581,0.045,0.1284,0.3333,0.3846,0.5949,0,Reprovado
